depth,lambda,delta_lambda,tau_prime,conf_chm,density,k,h_profile,pareto_size,diversity,resonance_avg,pressure,epsilon_effect,target_local_weight,target_global_weight,local_global_distance,field_min_distance,field_rejected_count,mu,dhm_k,dhm_norm,dhm_resonance_mean,dhm_score_ratio,dhm_build_us,expanded_categories_count,selected_rules_count,per_category_selected
50,0.002709491,-0.010000000,0.140000001,1.000000000,1.000000000,2,1.087712526,15,0.088044316,0.972276986,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,30,"ConstraintPropagation:5|Cost:5|Performance:5|Refactor:5|Reliability:5|Structural:5"
51,0.000000000,-0.002709491,0.140000001,1.000000000,1.000000000,2,1.087712526,15,0.088044316,0.972276986,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,30,"ConstraintPropagation:5|Cost:5|Performance:5|Refactor:5|Reliability:5|Structural:5"
52,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,15,0.063587561,0.969966710,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,30,"ConstraintPropagation:5|Cost:5|Performance:5|Refactor:5|Reliability:5|Structural:5"
53,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,15,0.067741685,0.969966710,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,30,"ConstraintPropagation:5|Cost:5|Performance:5|Refactor:5|Reliability:5|Structural:5"
54,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,13,0.070696481,0.970677555,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,30,"ConstraintPropagation:5|Cost:5|Performance:5|Refactor:5|Reliability:5|Structural:5"
55,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,13,0.115685143,0.976008892,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,30,"ConstraintPropagation:5|Cost:5|Performance:5|Refactor:5|Reliability:5|Structural:5"
56,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,15,0.088044316,0.972276986,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,30,"ConstraintPropagation:5|Cost:5|Performance:5|Refactor:5|Reliability:5|Structural:5"
57,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,15,0.034239456,0.967656493,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,30,"ConstraintPropagation:5|Cost:5|Performance:5|Refactor:5|Reliability:5|Structural:5"
58,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,11,0.080788389,0.971646905,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,30,"ConstraintPropagation:5|Cost:5|Performance:5|Refactor:5|Reliability:5|Structural:5"
59,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,13,0.070696481,0.970677555,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,30,"ConstraintPropagation:5|Cost:5|Performance:5|Refactor:5|Reliability:5|Structural:5"
60,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,11,0.080788389,0.971646905,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,30,"ConstraintPropagation:5|Cost:5|Performance:5|Refactor:5|Reliability:5|Structural:5"
61,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,11,0.044882435,0.968496561,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,30,"ConstraintPropagation:5|Cost:5|Performance:5|Refactor:5|Reliability:5|Structural:5"
62,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,11,0.080788389,0.971646905,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,30,"ConstraintPropagation:5|Cost:5|Performance:5|Refactor:5|Reliability:5|Structural:5"
63,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,11,0.044882435,0.968496561,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,30,"ConstraintPropagation:5|Cost:5|Performance:5|Refactor:5|Reliability:5|Structural:5"
64,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,13,0.070696481,0.970677555,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,30,"ConstraintPropagation:5|Cost:5|Performance:5|Refactor:5|Reliability:5|Structural:5"
65,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,15,0.063587561,0.969966710,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,30,"ConstraintPropagation:5|Cost:5|Performance:5|Refactor:5|Reliability:5|Structural:5"
66,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,13,0.070696481,0.970677555,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,30,"ConstraintPropagation:5|Cost:5|Performance:5|Refactor:5|Reliability:5|Structural:5"
67,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,15,0.088044316,0.972276986,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,30,"ConstraintPropagation:5|Cost:5|Performance:5|Refactor:5|Reliability:5|Structural:5"
68,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,15,0.088044316,0.972276986,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,30,"ConstraintPropagation:5|Cost:5|Performance:5|Refactor:5|Reliability:5|Structural:5"
69,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,15,0.063587561,0.969966710,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,30,"ConstraintPropagation:5|Cost:5|Performance:5|Refactor:5|Reliability:5|Structural:5"
70,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,15,0.063587561,0.969966710,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,30,"ConstraintPropagation:5|Cost:5|Performance:5|Refactor:5|Reliability:5|Structural:5"
71,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,15,0.063587561,0.969966710,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,30,"ConstraintPropagation:5|Cost:5|Performance:5|Refactor:5|Reliability:5|Structural:5"
72,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,15,0.063587561,0.969966710,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,30,"ConstraintPropagation:5|Cost:5|Performance:5|Refactor:5|Reliability:5|Structural:5"
73,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,15,0.063587561,0.969966710,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,30,"ConstraintPropagation:5|Cost:5|Performance:5|Refactor:5|Reliability:5|Structural:5"
74,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,13,0.070696481,0.970677555,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,30,"ConstraintPropagation:5|Cost:5|Performance:5|Refactor:5|Reliability:5|Structural:5"
75,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,15,0.063587561,0.969966710,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,30,"ConstraintPropagation:5|Cost:5|Performance:5|Refactor:5|Reliability:5|Structural:5"
76,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,13,0.070696481,0.970677555,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,30,"ConstraintPropagation:5|Cost:5|Performance:5|Refactor:5|Reliability:5|Structural:5"
77,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,11,0.080788389,0.971646905,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,30,"ConstraintPropagation:5|Cost:5|Performance:5|Refactor:5|Reliability:5|Structural:5"
78,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,11,0.080788389,0.971646905,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,30,"ConstraintPropagation:5|Cost:5|Performance:5|Refactor:5|Reliability:5|Structural:5"
79,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,13,0.076313458,0.970677555,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,30,"ConstraintPropagation:5|Cost:5|Performance:5|Refactor:5|Reliability:5|Structural:5"
80,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,11,0.044882435,0.968496561,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,30,"ConstraintPropagation:5|Cost:5|Performance:5|Refactor:5|Reliability:5|Structural:5"
81,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,11,0.044882435,0.968496561,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,30,"ConstraintPropagation:5|Cost:5|Performance:5|Refactor:5|Reliability:5|Structural:5"
82,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,13,0.070696481,0.970677555,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,30,"ConstraintPropagation:5|Cost:5|Performance:5|Refactor:5|Reliability:5|Structural:5"
83,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,15,0.063587561,0.969966710,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,30,"ConstraintPropagation:5|Cost:5|Performance:5|Refactor:5|Reliability:5|Structural:5"
84,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,16,0.089307882,0.971843779,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,30,"ConstraintPropagation:5|Cost:5|Performance:5|Refactor:5|Reliability:5|Structural:5"
85,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,13,0.038561713,0.968011916,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,30,"ConstraintPropagation:5|Cost:5|Performance:5|Refactor:5|Reliability:5|Structural:5"
86,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,15,0.063587561,0.969966710,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,30,"ConstraintPropagation:5|Cost:5|Performance:5|Refactor:5|Reliability:5|Structural:5"
87,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,11,0.080788389,0.971646905,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,30,"ConstraintPropagation:5|Cost:5|Performance:5|Refactor:5|Reliability:5|Structural:5"
88,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,11,0.080788389,0.971646905,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,30,"ConstraintPropagation:5|Cost:5|Performance:5|Refactor:5|Reliability:5|Structural:5"
89,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,13,0.096404284,0.973343253,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,30,"ConstraintPropagation:5|Cost:5|Performance:5|Refactor:5|Reliability:5|Structural:5"
90,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,13,0.070696481,0.970677555,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,30,"ConstraintPropagation:5|Cost:5|Performance:5|Refactor:5|Reliability:5|Structural:5"
91,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,13,0.070696481,0.970677555,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,30,"ConstraintPropagation:5|Cost:5|Performance:5|Refactor:5|Reliability:5|Structural:5"
92,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,13,0.070696481,0.970677555,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,30,"ConstraintPropagation:5|Cost:5|Performance:5|Refactor:5|Reliability:5|Structural:5"
93,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,15,0.063587561,0.969966710,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,30,"ConstraintPropagation:5|Cost:5|Performance:5|Refactor:5|Reliability:5|Structural:5"
94,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,15,0.034239456,0.967656493,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,30,"ConstraintPropagation:5|Cost:5|Performance:5|Refactor:5|Reliability:5|Structural:5"
95,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,13,0.038561713,0.968011916,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,30,"ConstraintPropagation:5|Cost:5|Performance:5|Refactor:5|Reliability:5|Structural:5"
96,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,13,0.070696481,0.970677555,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,30,"ConstraintPropagation:5|Cost:5|Performance:5|Refactor:5|Reliability:5|Structural:5"
97,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,13,0.096404284,0.973343253,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,30,"ConstraintPropagation:5|Cost:5|Performance:5|Refactor:5|Reliability:5|Structural:5"
98,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,11,0.044882435,0.968496561,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,30,"ConstraintPropagation:5|Cost:5|Performance:5|Refactor:5|Reliability:5|Structural:5"
99,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,13,0.070696481,0.970677555,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,30,"ConstraintPropagation:5|Cost:5|Performance:5|Refactor:5|Reliability:5|Structural:5"
100,0.000000000,0.000000000,0.140000001,1.000000000,1.000000000,2,1.087712526,13,0.038561713,0.968011916,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,30,"ConstraintPropagation:5|Cost:5|Performance:5|Refactor:5|Reliability:5|Structural:5"
